Ticker,ATR,Reason,Side,ATR(x),ATR Used,Risk,Position,Position(R),Entry Price,STOP LOSS PRICE,Exit Price,Entry Date,Exit Date,Realized R,Realized gains,Curncy,,Day 2 Date,Day 2 High,Day 2 Low,Day 2 Open,Day 2 Close,Day 3 Date,Day 3 High,Day 3 low,Day 3 open,Day 3 close,Day 4 Date,Day 4 High,Day 4 low,Day 4 open,Day 4 close,Day 5 Date,Day 5 High,Day 5 low,Day 5 open,Day 5 close
TAN US Equity,5.01,AH+,long,1,5.01,2000,399.2,400,121.63,116.62,113.86,1/7/2021,01/11/2021,-1.55,-3109,USD,,1/8/2021,123.6552,123.6552,123.48,119.13,1/11/2021,117.09,117.09,115.28,115.61,1/12/2021,117.72,117.72,117.22,115.63,1/13/2021,116.26,116.26,116.16,114.46
ARKK US Equity,4.83,reduce,long,2,9.66,2000,207.04,207,131.16,121.5,140.18,1/7/2021,01/11/2021,0.93,1867.14,USD,,1/8/2021,145.64,145.64,142.03,142.48,1/11/2021,140.63,140.63,140.25,138.22,1/12/2021,141.66,141.66,140.18,140.99,1/13/2021,143.5,143.5,141.93,141.72
GBTC US Equity,0.86,HEDGE,long,1.5,1.29,2000,1552.19,1576,14.74,13.45,37.46,11/5/2020,01/11/2021,17.9,35806.72,USD,,11/6/2020,17.71,17.71,17.66,17.54,11/9/2020,17.4,17.4,17.35,17.09,11/10/2020,17,17,16.94,16.51,11/11/2020,18,18,16.75,17.525
NIO US Equity,2.93,AH+,long,2.5,7.33,2000,273.04,273,51.29,43.97,61.5,1/4/2021,01/11/2021,1.39,2787.33,USD,,1/5/2021,53.75,53.75,51.97,53.2,1/6/2021,55.2764,55.2764,54.02,50.5,1/7/2021,54.61,54.61,53.05,54.28,1/8/2021,59.31,59.31,57.76,58.92
QBTC CN Equity,2.52,reduced,long,1,2.52,9000,3571.43,2598,26.5,23.98,54.62,11/17/2020,01/11/2021,8.12,73042.77,CAD,,11/18/2020,28.66,28.66,28.65,27.28,11/19/2020,28.05,28.05,27,27.75,11/20/2020,29.6,29.6,28.19,29.49,11/23/2020,31,31,30.09,30.81
BILI US Equity,6.75,AH+,long,2,13.49,2500,185.32,186,99.2,85.71,119.31,1/5/2021,01/11/2021,1.5,3740.46,USD,,1/6/2021,108.05,108.05,100.34,105.6,1/7/2021,112.55,112.55,105.6,111.4,1/8/2021,120.8,120.8,114.74,118.47,1/11/2021,116.83,116.83,114.39,112.47
JD US Equity,3.37,AH+,long,2,6.75,1500,222.33,222,86.28,79.53,90.44,12/1/2020,01/11/2021,0.62,923.52,USD,,12/2/2020,84.9,84.9,84.49,84.38,12/3/2020,87.0699,87.0699,85.16,86.29,12/4/2020,87.46,87.46,87.12,85.19,12/7/2020,85.45,85.45,85.11,83.49
PEN US Equity,12.3,x2,short,3,36.9,3000,81.3,162,192.53,229.43,219,12/2/2020,01/11/2021,-1.43,-4288.14,USD,,12/3/2020,208.86,208.86,202.51,206.25,12/4/2020,210.11,210.11,205.04,209.89,12/7/2020,230.99,230.99,216,224.02,12/8/2020,206.98,206.98,199.16,204.07
ZOM US Equity,0.17,TA,short,3,0.51,2000,3921.57,4000,1.24,1.75,0.98,1/12/2021,01/11/2021,0.53,1056,USD,,1/13/2021,1.2,1.2,1.14,0.976,1/14/2021,1.08,1.08,0.91,1.01,1/15/2021,1.07,1.07,1.04,0.9751,1/19/2021,1.2,1.2,1.2,1.08
CLBS US Equity,0.4,TA,short,2,0.8,2000,2500,2500,3.41,4.21,3.61,01/20/2021,01/20/2021,-0.25,-506,USD,,1/21/2021,2.78,2.78,2.75,2.5,1/22/2021,2.65,2.65,2.34,2.39,1/25/2021,2.41,2.41,2.35,2.29,1/26/2021,2.35,2.35,2.3,2.23
CRSR US Equity,3.3,XR+,long,1,3.3,2500,757.58,757,39.19,35.89,35.97,01/19/2021,01/20/2021,-0.97,-2437.09,USD,,1/20/2021,37.39,37.39,37.08,36,1/21/2021,36.9,36.9,36.68,36.73,1/22/2021,38.9,38.9,35.3,38.38,1/25/2021,41.9899,41.9899,40.99,39.26
IQ US Equity,0.72,BR-(MS),short,1.5,1.07,2000,1861.16,1861,18.97,20.04,20.64,01/12/2021,01/20/2021,-1.56,-3113.08,USD,,1/13/2021,19.65,19.65,19.21,19.31,1/14/2021,20.025,20.025,19.48,19.85,1/15/2021,19.995,19.995,19.9,19.76,1/19/2021,19.88,19.88,19.46,19.49
LAC CN Equity,3.6,DEAL,short,1,3.6,4000,1111.11,1000,29.53,33.13,28.13,01/20/2021,01/20/2021,0.35,1400,CAD,,1/21/2021,29.8,29.8,29.6,28.96,1/22/2021,29.75,29.75,28.49,29.75,1/25/2021,32.02,32.02,30.45,29.47,1/26/2021,30,30,29.5,28.39
LAC US Equity,2.81,DEAL,long,1,2.81,3000,1067.24,1000,22,19.19,22.23,01/20/2021,01/20/2021,0.08,230,USD,,1/21/2021,23.7,23.7,23.12,22.93,1/22/2021,23.25,23.25,22.41,23.23,1/25/2021,25.16,25.16,24.04,23.05,1/26/2021,23.61,23.61,23.22,22.38
CLBS US Equity,0.4,,long,2,0.8,2000,2500,2500,3.61,2.81,2.72,01/20/2021,01/21/2021,-1.11,-2225,USD,,1/21/2021,2.78,2.78,2.75,2.5,1/22/2021,2.65,2.65,2.34,2.39,1/25/2021,2.41,2.41,2.35,2.29,1/26/2021,2.35,2.35,2.3,2.23
EXPR US Equity,0.42,,short,2,0.84,2000,2380.95,2381,3.41,4.25,3.2,01/25/2021,01/25/2021,0.26,514.77,USD,,1/26/2021,3.42,3.42,3.33,3.04,1/27/2021,13.97,13.97,7.93,9.55,1/28/2021,9.05,9.05,7.11,4.7,1/29/2021,7.53,7.53,7.48,6
QBTC CN Equity,7.39,reduced (prev),long,1.5,11.09,10000,902,902,26.5,15.41,48.9,11/17/2020,01/25/2021,2.02,20204.8,CAD,,11/18/2020,28.66,28.66,28.65,27.28,11/19/2020,28.05,28.05,27,27.75,11/20/2020,29.6,29.6,28.19,29.49,11/23/2020,31,31,30.09,30.81
VYNE US Equity,0.09,reduce,long,6,0.54,2000,3703.7,3921,2.91,2.37,2.58,01/25/2021,01/25/2021,-0.65,-1293.93,USD,,1/26/2021,10.4,10.4,10.2,10,1/27/2021,9.88,9.88,9.56,9.16,1/28/2021,9.8,9.8,9.56,8.92,1/29/2021,9.44,9.44,8.96,7.92
VYNE US Equity,0.09,AH+,long,3,0.26,2000,7843.14,3922,2.91,2.66,2.62,01/25/2021,01/25/2021,-0.56,-1129.54,USD,,1/26/2021,10.4,10.4,10.2,10,1/27/2021,9.88,9.88,9.56,9.16,1/28/2021,9.8,9.8,9.56,8.92,1/29/2021,9.44,9.44,8.96,7.92
KOSS US Equity,1.41,,short,2,2.82,2500,886.52,866,11,13.82,9.33,01/26/2021,01/26/2021,0.58,1446.22,USD,,1/27/2021,69.79,69.79,17.52,58,1/28/2021,127.45,127.45,74,41.96,1/29/2021,105.4018,105.4018,72.865,64,2/1/2021,60,60,60,35
BYND US Equity,15.57,,short,2,31.14,2500,80.28,80,182.8,213.94,197.59,01/27/2021,01/27/2021,-0.47,-1183.26,USD,,1/28/2021,192,192,187.245,179.79,1/29/2021,189.37,189.37,178.9,178.08,2/1/2021,181,181,179.63,177.97,2/2/2021,178.425,178.425,178.26,167.16
GBTC UV Equity,1.57,TA,long,1.5,2.36,3000,1273.89,1273,22.6,20.25,31.36,11/30/2020,01/27/2021,3.72,11152.75,USD,,12/1/2020,24.05,24.05,22.84,23.74,12/2/2020,23.88,23.88,23.81,23.39,12/3/2020,24.12,24.12,23.84,24,12/4/2020,23.9,23.9,23.88,23.22
LLY US Equity,5.34,AH+,long,2,10.68,3000,280.9,281,186.24,175.56,207.57,01/11/2021,01/27/2021,2,5994.35,USD,,1/12/2021,184.24,184.24,182.79,178.8,1/13/2021,187.62,187.62,179.83,185.5,1/14/2021,188.96,188.96,185.27,186.69,1/15/2021,191.78,191.78,186.8,190.77
MS US Equity,2.31,,short,2,4.62,2000,432.6,432,76.17,80.79,68.42,01/20/2021,01/27/2021,1.67,3348,USD,,1/21/2021,75.89,75.89,75,74.7,1/22/2021,74.7,74.7,72.55,74.13,1/25/2021,74.02,74.02,73.52,72.38,1/26/2021,73.32,73.32,72.74,71.21
PLTR US Equity,1.77,TA,long,1.5,2.66,2000,753.3,753,27.88,25.23,33.53,01/15/2021,01/27/2021,2.13,4250.38,USD,,1/19/2021,27.54,27.54,26.81,26.62,1/20/2021,27.3,27.3,27.29,26.34,1/21/2021,26.68,26.68,26.42,25.98,1/22/2021,32.65,32.65,25.85,32.58
NAKD US Equity,0.27,RH,long,3,0.8,2000,2496.88,2500,2.62,1.82,1.65,01/28/2021,01/28/2021,-1.21,-2425,USD,,1/29/2021,2.28,2.28,2.25,1.65,2/1/2021,1.9,1.9,1.88,1.42,2/2/2021,1.18,1.18,1.18,0.9101,2/3/2021,1.47,1.47,1.01,1.22
SNDL US Equity,0.15,RH,long,3,0.44,2000,4535.15,4600,1.2,0.76,0.71,01/28/2021,01/28/2021,-1.14,-2275.16,USD,,1/29/2021,0.9,0.9,0.832,0.815,2/1/2021,1.25,1.25,1,1.21,2/2/2021,1.14,1.14,1.08,1.04,2/3/2021,1.33,1.33,1.18,1.21
GME US Equity,84.97,,long,1,84.97,3000,35.31,32,334.99,250.02,319.28,01/29/2021,01/29/2021,-0.17,-502.62,USD,,2/1/2021,322,322,316.56,225,2/2/2021,158,158,140.76,90,2/3/2021,113.3999,113.3999,112.01,92.41,2/4/2021,91.5,91.5,91.19,53.5
LLY US Equity,5.5,,long,2,11,2500,227.27,254,211.3,200.3,204.89,01/29/2021,01/29/2021,-0.65,-1628.67,USD,,2/1/2021,209.89,209.89,209.46,203.14,2/2/2021,205.9,205.9,204.38,197.56,2/3/2021,200.59,200.59,197.81,196.96,2/4/2021,201.88,201.88,196.81,201.62
LLY US Equity,5.5,reduce,long,2,11,2500,227.27,200,211.3,200.3,206.25,01/29/2021,01/29/2021,-0.4,-1010,USD,,2/1/2021,209.89,209.89,209.46,203.14,2/2/2021,205.9,205.9,204.38,197.56,2/3/2021,200.59,200.59,197.81,196.96,2/4/2021,201.88,201.88,196.81,201.62
6123 HK Equity,0.265,QR+,long,3,0.8,15506,19504,20000,5.74,4.95,5.76,01/05,01/05,0.02,380,HKD,,1/6/2021,6.33,6.33,6.3,5.76,1/7/2021,6.07,6.07,5.76,5.85,1/8/2021,5.9,5.9,5.85,5.69,1/11/2021,5.8,5.8,5.71,5.54
1913 HK Equity,2.225,BR-(SG),short,2,4.45,15506,3485,3500,48.72,53.17,46.9,01/06,01/08,0.41,6374.9,HKD,,1/7/2021,48.2,48.2,48.05,46,1/8/2021,47.05,47.05,46,46.9,1/11/2021,49,49,45.8,48.5,1/12/2021,49.3,49.3,48.6,48.3
2888 HK Equity,1.09,TA,short,2,2.18,15506,7113,7100,53.5,55.68,54,01/07,01/08,-0.23,-3550,HKD,,1/8/2021,54.45,54.45,54.4,54,1/11/2021,54,54,53.95,52.5,1/12/2021,53.8,53.8,53.05,53.8,1/13/2021,53.95,53.95,53.8,53.3
3888 HK Equity,2.78,AH-,short,2,5.56,15506,2789,3000,53.85,59.41,57.97,01/06,01/08,-0.8,-12348,HKD,,1/7/2021,55.6,55.6,55.5,54.7,1/8/2021,62.45,62.45,55.1,58,1/11/2021,58.75,58.75,57.75,56.75,1/12/2021,59.8,59.8,56.95,58.75
6666 HK Equity,0.389,reduce,long,6,2.33,23261,9966,10000,9.8,7.47,9.08,01/08,01/08,-0.31,-7200,HKD,,1/11/2021,12.8,12.8,11.6,12.16,1/12/2021,12.5,12.5,12.16,12.16,1/13/2021,12.3,12.3,12.3,11.6,1/14/2021,11.78,11.78,11.7,11.16
6666 HK Equity,0.389,QR+,long,6,2.33,23261,9966,5000,9.8,7.47,11.11,01/08,01/08,0.28,6550,HKD,,1/11/2021,12.8,12.8,11.6,12.16,1/12/2021,12.5,12.5,12.16,12.16,1/13/2021,12.3,12.3,12.3,11.6,1/14/2021,11.78,11.78,11.7,11.16
700 HK Equity,19.5,hedge,short,1.5,29.25,15506,530,500,580.9,610.15,578,01/07,01/08,0.09,1450,HKD,,1/8/2021,578,578,568.5,573,1/11/2021,602,602,581,591,1/12/2021,596.5,596.5,586.5,590,1/13/2021,602.5,602.5,589.5,596
728 HK Equity,0.124,TA,long,1,0.12,15506,125048,124000,1.94,1.82,1.86,01/08,01/08,-0.63,-9833.2,HKD,,1/11/2021,2.07,2.07,1.98,1.99,1/12/2021,2.21,2.21,2.01,2.19,1/13/2021,2.29,2.29,2.2,2.23,1/14/2021,2.35,2.35,2.24,2.3
762 HK Equity,0.226,AH+,long,3,0.68,15506,22871,24000,4.77,4.09,4.22,01/07,01/08,-0.86,-13320,HKD,,1/8/2021,4.41,4.41,3.95,4.41,1/11/2021,4.8,4.8,4.51,4.66,1/12/2021,5,5,4.66,4.94,1/13/2021,5.11,5.11,5,4.92
762 HK Equity,0.226,reduce,long,1.5,0.34,15506,45740,22000,4.77,4.43,4.09,01/07,01/08,-0.96,-14960,HKD,,1/8/2021,4.41,4.41,3.95,4.41,1/11/2021,4.8,4.8,4.51,4.66,1/12/2021,5,5,4.66,4.94,1/13/2021,5.11,5.11,5,4.92
1157 HK Equity,0.443,sec+(Jeff),long,2,0.89,15510,17506,17600,10.72,9.83,10.4,01/11,01/11,-0.36,-5632,HKD,,1/12/2021,10.66,10.66,10.4,10.44,1/13/2021,11.78,11.78,10.6,11.38,1/14/2021,11.38,11.38,11.38,10.64,1/15/2021,10.9,10.9,10.56,10.46
1211 HK Equity,11.37,AH+,long,1.5,17.06,15506,909,1000,209.2,192.15,256.2,01/04,01/11,3.03,47000,HKD,,1/5/2021,235,235,224,229.6,1/6/2021,237.8,237.8,233.4,223.6,1/7/2021,236.8,236.8,228,235.2,1/8/2021,248,248,245.2,240.2
175 HK Equity,1.36,AH+,long,1.5,2.04,23261,11403,11000,29.2,27.16,34.35,01/08,01/11,2.44,56650,HKD,,1/11/2021,35.5,35.5,34.35,32.4,1/12/2021,32.7,32.7,32.2,32.35,1/13/2021,33.5,33.5,32.9,32.7,1/14/2021,34.5,34.5,33.45,32.8
1919 HK Equity,0.665,sec+(Jeff),long,2,1.33,15510,11662,11500,11.12,9.79,10.36,01/11,01/11,-0.56,-8740,HKD,,1/12/2021,10.8,10.8,10.8,10.34,1/13/2021,11.26,11.26,10.36,11.18,1/14/2021,11.44,11.44,11.2,10.22,1/15/2021,10.4,10.4,10.2,10.14
2799 HK Equity,0.027,AH-,short,2,0.05,23261,430763,431000,0.87,0.92,0.92,01/08,01/11,-0.93,-21550,HKD,,1/11/2021,0.93,0.93,0.91,0.92,1/12/2021,0.93,0.93,0.92,0.92,1/13/2021,0.94,0.94,0.93,0.94,1/14/2021,0.94,0.94,0.94,0.93
3319 HK Equity,1.655,GP+,long,3,4.97,15506,3123,3000,38.3,33.33,36.6,01/07,01/11,-0.33,-5100,HKD,,1/8/2021,38.4,38.4,36.75,38.1,1/11/2021,40,40,39,36.6,1/12/2021,36.9,36.9,36.3,36.35,1/13/2021,37.75,37.75,36.45,36.9
3606 HK Equity,2.755,,short,1.5,4.13,15510,3753,3600,50.65,54.78,53.45,01/11,01/11,-0.65,-10080,HKD,,1/12/2021,52.2,52.2,52.2,50,1/13/2021,53.6,53.6,49.6,50.4,1/14/2021,50.95,50.95,50.65,48.8,1/15/2021,48.5,48.5,47.3,48.05
3606 HK Equity,2.105,SP-,short,1,2.11,15510,7368,7200,45.6,47.71,48.97,01/11,01/11,-1.56,-24240.24,HKD,,1/12/2021,52.2,52.2,52.2,50,1/13/2021,53.6,53.6,49.6,50.4,1/14/2021,50.95,50.95,50.65,48.8,1/15/2021,48.5,48.5,47.3,48.05
3998 HK Equity,0.201,BR+(CICC),long,2,0.4,15506,38573,38000,4.35,3.95,4.13,01/06,01/11,-0.54,-8360,HKD,,1/7/2021,4.32,4.32,4.32,4.24,1/8/2021,4.55,4.55,4.27,4.44,1/11/2021,4.54,4.54,4.5,4.13,1/12/2021,4.24,4.24,4.14,4.15
868 HK Equity,0.865,hedge,long,1.5,1.3,15510,11954,12000,21.6,20.3,20.2,01/11,01/11,-1.08,-16800,HKD,,1/12/2021,20.35,20.35,20.25,19.96,1/13/2021,21.15,21.15,20.6,20.3,1/14/2021,20.75,20.75,20.45,20.2,1/15/2021,20.55,20.55,20.2,19.58
9923 HK Equity,1.955,BR+(JEFF),long,3,5.87,15506,2644,2800,37.4,31.53,42.1,01/05,01/11,0.85,13160,HKD,,1/6/2021,43.95,43.95,41.4,43.55,1/7/2021,45,45,43.55,44.2,1/8/2021,44,44,44,43.3,1/11/2021,43,43,43,42.1
2282 HK Equity,0.914,BR-(MS),short,1.5,1.37,15510,11313,11200,12.88,14.25,12.34,01/11,01/13,0.39,6048,HKD,,1/12/2021,12.7,12.7,12.7,12.18,1/13/2021,12.64,12.64,12.36,12.18,1/14/2021,12.2,12.2,12.18,11.94,1/15/2021,11.96,11.96,11.96,11.9
23 HK Equity,0.392,BR-(MS),short,2,0.78,15510,19783,19800,16.92,17.7,16.42,01/12,01/13,0.64,9860.4,HKD,,1/13/2021,17,17,16.9,16.88,1/14/2021,17.08,17.08,16.88,16.88,1/15/2021,17,17,16.42,16.96,1/18/2021,16.96,16.96,16.96,16.78
2333 HK Equity,2.065,BR+(CICC),long,2,4.13,15510,3755,4000,30.7,26.57,28.5,01/11,01/13,-0.57,-8800,HKD,,1/12/2021,30.7,30.7,30.45,30.35,1/13/2021,30.55,30.55,30.35,28.6,1/14/2021,29.05,29.05,28.7,26.8,1/15/2021,26.75,26.75,26.5,25.8
992 HK Equity,0.4,BR+(CS),long,2,0.8,15510,19387,20000,7.51,6.71,9.24,01/12,01/13,2.23,34600,HKD,,1/13/2021,9.42,9.42,9.25,8.83,1/14/2021,9.09,9.09,8.75,8.82,1/15/2021,8.94,8.94,8.65,8.8,1/18/2021,9.4,9.4,8.63,9.18
992 HK Equity,0.4,TA-,short,2,0.8,15510,19388,20000,8.89,9.69,9.13,01/13,01/13,-0.31,-4820,HKD,,1/14/2021,9.09,9.09,8.75,8.82,1/15/2021,8.94,8.94,8.65,8.8,1/18/2021,9.4,9.4,8.63,9.18,1/19/2021,9.49,9.49,9.25,9.31
1137 HK Equity,0.376,BR+(JEFF),long,3,1.13,15506,13746,14000,12.3,11.17,14.82,01/05,01/15,2.28,35280,HKD,,1/6/2021,11.9,11.9,11.82,11.5,1/7/2021,11.62,11.62,11.5,11.58,1/8/2021,12.16,12.16,11.8,11.9,1/11/2021,12.44,12.44,12.02,12.14
1772 HK Equity,9.9,BR+(MS),long,2,19.8,11510,581,600,118,98.2,113.4,01/13,01/15,-0.24,-2760,HKD,,1/14/2021,114.2,114.2,114.2,107.2,1/15/2021,114.2,114.2,107.9,113.4,1/18/2021,115.8,115.8,114,113.1,1/19/2021,117.1,117.1,115,107
1787 HK Equity,0.548,hedge,long,2,1.1,15506,14148,14250,18.28,17.18,17.36,01/04,01/15,-0.85,-13110,HKD,,1/5/2021,18.98,18.98,18.66,18.72,1/6/2021,18.86,18.86,18.86,18.4,1/7/2021,18.8,18.8,18.16,18.52,1/8/2021,18.5,18.5,18.5,18.34
1810 HK Equity,1.97,AH+,long,2,3.94,15510,3937,4000,32.75,28.81,29,01/11,01/15,-0.97,-15000,HKD,,1/12/2021,33.75,33.75,32.5,33.45,1/13/2021,34,34,33.55,33,1/14/2021,33.65,33.65,33.3,32.65,1/15/2021,30.5,30.5,29,29.3
1999 HK Equity,1.016,SEC+,long,2,2.03,15507,7631,7600,17.82,15.79,16.5,01/14,01/15,-0.65,-10032,HKD,,1/15/2021,17.12,17.12,16.5,16.2,1/18/2021,17.66,17.66,16.2,17.16,1/19/2021,18.2,18.2,16.9,18.08,1/20/2021,19.2,19.2,18.48,18.14
2238 HK Equity,0.495,TA,short,1.5,0.74,15507,20885,20000,8.97,9.71,9.53,01/15,01/15,-0.72,-11120,HKD,,1/18/2021,9.28,9.28,9.27,8.62,1/19/2021,8.77,8.77,8.77,8.18,1/20/2021,8.55,8.55,8.28,8.35,1/21/2021,8.41,8.41,8.4,8.12
522 HK Equity,3.635,BR+(MS),long,1.5,5.45,15510,2845,2800,98.3,92.85,109.6,01/12,01/15,2.04,31640,HKD,,1/13/2021,100.9,100.9,96.85,100,1/14/2021,101.8,101.8,100.7,100.6,1/15/2021,113,113,103.3,109.6,1/18/2021,120,120,111,119.4
700 HK Equity,19.6,AH+,long,1.5,29.4,15507,527,500,608,578.6,629.5,01/14,01/15,0.69,10750,HKD,,1/15/2021,646,646,629.5,645,1/18/2021,667.5,667.5,638.5,657,1/19/2021,673.5,673.5,665,655,1/20/2021,680,680,671,679.5
806 HK Equity,0.233,QR+,long,2,0.47,15510,33283,33000,5.06,4.59,5.06,01/12,01/15,0,0,HKD,,1/13/2021,5.4,5.4,5.18,5.27,1/14/2021,5.33,5.33,5.33,5.15,1/15/2021,5.22,5.22,5.14,5.06,1/18/2021,5.15,5.15,5.06,5.13
1585 HK Equity,1.438,BR+(cicc),long,1.5,2.16,15507,7189,8000,18.18,16.02,18.24,01/14,01/18,0.03,480,HKD,,1/15/2021,18.36,18.36,18.36,17.54,1/18/2021,18.36,18.36,17.58,18.24,1/19/2021,18.98,18.98,18.78,18.46,1/20/2021,20.75,20.75,19.12,19.46
1810 HK Equity,1.845,AH-,short,1,1.85,15506,8404,8200,28.74,30.58,29.9,01/15,01/18,-0.62,-9540.7,HKD,,1/18/2021,30.45,30.45,29,29.9,1/19/2021,32.5,32.5,30.5,31.4,1/20/2021,32.2,32.2,31.4,31.95,1/21/2021,31.9,31.9,31.5,30.95
1876 HK Equity,0.89,BR+(MAC),long,3,2.67,15506,5808,5800,24.95,22.28,24.4,01/15,01/18,-0.21,-3190,HKD,,1/18/2021,24.5,24.5,24.2,24.4,1/19/2021,25.4,25.4,24.3,25.05,1/20/2021,25.7,25.7,24.85,25.1,1/21/2021,25.45,25.45,25.4,24.45
2331 HK Equity,2.61,BR+(CS),long,2,5.22,15506,2971,3000,49.4,44.18,53.25,01/15,01/18,0.74,11550,HKD,,1/18/2021,53.6,53.6,51.3,53.25,1/19/2021,54.9,54.9,53.4,54.7,1/20/2021,57.6,57.6,55.5,55,1/21/2021,54.65,54.65,54.65,52.1
268 HK Equity,1.685,QR--,short,2,3.37,15509,4602,5000,27.2,30.57,30.65,01/18,01/18,-1.11,-17250,HKD,,1/19/2021,33.5,33.5,32.5,31.3,1/20/2021,33,33,31.6,32.35,1/21/2021,34,34,32.9,32.8,1/22/2021,34.45,34.45,32.5,33.45
3331 HK Equity,1.04,BR+(CICC),long,3,3.12,15506,4970,5000,24.75,21.63,24.5,01/07,01/18,-0.08,-1250,HKD,,1/8/2021,24.4,24.4,24,24.15,1/11/2021,24.5,24.5,24.1,23.5,1/12/2021,24.05,24.05,23.5,23.75,1/13/2021,24.8,24.8,23.8,24.7
3606 HK Equity,2.82,AH-,short,2,5.64,15510,2750,3600,51.3,56.94,48.85,01/11,01/18,0.57,8820,HKD,,1/12/2021,52.2,52.2,52.2,50,1/13/2021,53.6,53.6,49.6,50.4,1/14/2021,50.95,50.95,50.65,48.8,1/15/2021,48.5,48.5,47.3,48.05
3690 HK Equity,12.6,AH+,long,1.5,18.9,15507,821,800,302.8,283.9,325,01/14,01/18,1.15,17760,HKD,,1/15/2021,315,315,314.8,307.6,1/18/2021,327,327,307.6,325,1/19/2021,348,348,334,341,1/20/2021,374.6,374.6,346,372
386 HK Equity,0.092,BR+(citi),long,2,0.18,15506,84273,84000,3.59,3.41,3.96,01/06,01/18,2,31080,HKD,,1/7/2021,3.74,3.74,3.64,3.72,1/8/2021,3.82,3.82,3.79,3.76,1/11/2021,3.78,3.78,3.74,3.73,1/12/2021,3.78,3.78,3.73,3.78
388 HK Equity,12,BR+(CICC),long,3,36,15506,431,400,456,420,482,01/06,01/18,0.67,10400,HKD,,1/7/2021,459.8,459.8,453.6,443,1/8/2021,464.4,464.4,449.6,452,1/11/2021,458,458,457,450.2,1/12/2021,454.6,454.6,450.2,450.2
388 HK Equity,12.28,AH+,long,3,36.84,23261,631,600,449.6,412.76,482,01/08,01/18,0.84,19440,HKD,,1/11/2021,458,458,457,450.2,1/12/2021,454.6,454.6,450.2,450.2,1/13/2021,456.8,456.8,450.4,453.4,1/14/2021,459.6,459.6,454,458
3968 HK Equity,2.375,QR+,long,2,4.75,15506,3264,2000,60.2,55.45,60.1,01/14,01/18,-0.01,-200,HKD,,1/15/2021,62.05,62.05,59,60.9,1/18/2021,60.9,60.9,60.9,60.1,1/19/2021,61.65,61.65,61.65,60.8,1/20/2021,62.1,62.1,62,61.1
486 HK Equity,0.142,BR+(JPM),long,3,0.43,15506,36400,36000,3.93,3.5,3.83,01/15,01/18,-0.23,-3600,HKD,,1/18/2021,3.87,3.87,3.85,3.83,1/19/2021,3.89,3.89,3.86,3.87,1/20/2021,3.85,3.85,3.85,3.82,1/21/2021,3.87,3.87,3.82,3.86
522 HK Equity,3.54,BR+(citi),long,2,7.08,15506,2190,2200,103.3,96.22,119.4,01/15,01/18,2.28,35420,HKD,,1/18/2021,120,120,111,119.4,1/19/2021,128,128,120.5,117,1/20/2021,126.6,126.6,119.9,125,1/21/2021,133.8,133.8,124,131.2
694 HK Equity,0.255,AH-,short,2,0.51,15510,30412,30000,6,6.51,5.83,01/12,01/18,0.33,5100,HKD,,1/13/2021,5.99,5.99,5.95,5.9,1/14/2021,6.08,6.08,5.85,6.01,1/15/2021,6.01,6.01,5.96,5.82,1/18/2021,5.83,5.83,5.77,5.83
857 HK Equity,0.066,BR+(UBS_,long,2,0.13,15507,117481,118000,2.62,2.49,2.6,01/14,01/18,-0.15,-2360,HKD,,1/15/2021,2.63,2.63,2.6,2.58,1/18/2021,2.6,2.6,2.57,2.6,1/19/2021,2.65,2.65,2.62,2.64,1/20/2021,2.66,2.66,2.66,2.63
HIF1 Index,404.7,hedge,short,1,404.7,15506,38,50,28535,28939.7,28838,01/15,01/18,-0.98,-15150,HKD,,1/18/2021,28843,28843,28609,28836,1/19/2021,29905,29905,28842,29614,1/20/2021,29977,29977,29608,29892,1/21/2021,30143,30143,29898,29915
3333 HK Equity,0.538,squeeze,long,2,1.08,15506,14411,15000,15.62,14.54,16.6,01/19,01/19,0.95,14719.5,HKD,,1/20/2021,17.58,17.58,17.5,16.86,1/21/2021,17.26,17.26,17,16.7,1/22/2021,16.7,16.7,16.7,15.68,1/25/2021,17.06,17.06,15.98,16.82
1478 HK Equity,0.684,QR+,long,2,1.37,15509,11337,11000,14.02,12.65,16.89,01/18,01/20,2.03,31540.3,HKD,,1/19/2021,17.3,17.3,16.2,16.98,1/20/2021,18,18,17.48,17.88,1/21/2021,18.16,18.16,18,17.58,1/22/2021,17.7,17.7,17.58,17.2
175 HK Equity,2.51,AH+,long,2,5.02,15504,3088,3000,34.2,29.18,33.3,01/20,01/21,-0.17,-2700,HKD,,1/21/2021,34.25,34.25,34.1,33.3,1/22/2021,33.3,33.3,33.05,32,1/25/2021,34.25,34.25,32.45,33.8,1/26/2021,36.45,36.45,34.7,33.4
2238 HK Equity,0.62,AH-,short,2,1.24,15506,12505,12000,8.77,10.01,8.12,01/19,01/21,0.5,7800,HKD,,1/20/2021,8.55,8.55,8.28,8.35,1/21/2021,8.41,8.41,8.4,8.12,1/22/2021,8.34,8.34,8.19,8.08,1/25/2021,8.1,8.1,8.08,7.89
460 HK Equity,0.124,,short,1.5,0.19,15503,83349,84000,1.68,1.87,1.75,01/21,01/21,-0.38,-5863.2,HKD,,1/22/2021,2.32,2.32,2.18,1.68,1/25/2021,1.86,1.86,1.66,1.46,1/26/2021,1.98,1.98,1.51,1.88,1/27/2021,2.25,2.25,1.93,1.82
